firm_names,data_year,match_name,,word,count
STE TNNE IND RAFFINAGE- STIR,2016,STE TNNE IND RAFFINAGE- STIR,,V1,1
STE TNNE IND RAFFINAGE - STIR,2015,STE TNNE IND RAFFINAGE- STIR,,V1,0.98245614
STE TNNE IND RAFFINAGE - STIR,2014,STE TNNE IND RAFFINAGE- STIR,,V1,0.98245614
TUNISAIR,2016,TUNISAIR,,V10,1
TUNISAVIA,2015,,,V10,0.823529412
SAIDA FOOD TRADING (3),2016,SAIDA FOOD TRADING (3),,V100,1
SAIDA FOOD TRADING (3),2015,SAIDA FOOD TRADING (3),,V100,1
MANUFACTURE TNNE VERNIS- MTV (8),2015,MANUFACTURE TNNE VERNIS- MTV   (8),,V1000,1
MANUFACTURE TNNE VERNIS- MTV   (8),2016,MANUFACTURE TNNE VERNIS- MTV   (8),,V1000,0.96969697
MANUFACTURE TNNE VERNIS - MTV (10),2014,MANUFACTURE TNNE VERNIS- MTV   (8),,V1000,0.939393939
SPTM CAP MAHDIA (12),2015,SPTM CAP MAHDIA  (11),,V1001,1
SPTM CAP MAHDIA  (11),2016,SPTM CAP MAHDIA  (11),,V1001,0.926829268
SPTM CAI> MAHDIA (12),2014,SPTM CAP MAHDIA  (11),,V1001,0.926829268
STE TNNE TRICOTAGE ET CONFECTION,2015,STE TNNE TRICOTAGE ET CONFECTION,,V1002,1
STE TNNE TRICOTAGE FT CONFECTION,2014,STE TNNE TRICOTAGE ET CONFECTION,,V1002,0.96875
UNION FINANCIERE (11),2015,UNION FINANCIERE  (12),,V1003,1
UNION FINANCIERE  (12),2016,UNION FINANCIERE  (12),,V1003,0.930232558
UNION EINANCIERE (13),2014,UNION FINANCIERE  (12),,V1003,0.904761905
SOCIETE IMMOB NOTRE DAME (2),2015,SOCIETEIMMOB NOTRE DAME (3),,V1004,1
SOCIETEIMMOB NOTRE DAME (3),2014,SOCIETEIMMOB NOTRE DAME (3),,V1004,0.945454545
STE MISE VALEUR DEV.AGRICOLE «RAOUDHA» (2),2015,STE MISE VALEUR DEV.AGRICOLE «RAOUDHA»  (2),,V1005,1
STE MISE VALEUR DEV.AGRICOLE «RAOUDHA»  (2),2016,STE MISE VALEUR DEV.AGRICOLE «RAOUDHA»  (2),,V1005,0.988235294
"STE MISE VAEEER DEV.AGIUCOLE ""RAOEDHA"" (3)",2014,STE MISE VALEUR DEV.AGRICOLE «RAOUDHA»  (2),,V1005,0.857142857
GHARIANI AUTO,2016,GHARIANI AUTO,,V1006,1
GHARIANI AUTO,2015,GHARIANI AUTO,,V1006,1
GHARIANI AUTO,2014,GHARIANI AUTO,,V1006,1
SOLUTIONS COMPOSITES,2016,SOLUTIONS COMPOSITES,,V1007,1
SOLUTIONS COMPOSITES,2015,SOLUTIONS COMPOSITES,,V1007,1
ORASCOM TELECOM TUNISIE,2014,ORASCOM TELECOM TUNISIE,,V1007,0.744186047
B&B TRICOT,2015,B&B TRICOT,,V1008,1
CRIT,2016,,,V1008,0.571428571
POLY PLAST,2016,POLY PLAST,,V1009,1
POLY PLAST,2015,POLY PLAST,,V1009,1
POLYPLAST,2014,POLY PLAST,,V1009,0.947368421
STE MEUNIERE TUNISIENNE- SMT  (8),2016,STE MEUNIERE TUNISIENNE- SMT  (8),,V101,1
STE MEUNIERE TUNISIENNE- SMT (8),2015,STE MEUNIERE TUNISIENNE- SMT  (8),,V101,0.984615385
STE MEUNIERE TUNISIENNE (10),2014,STE MEUNIERE TUNISIENNE- SMT  (8),,V101,0.852459016
SIED (19),2015,SIED (19),,V1010,1
SANIMED (13),2016,,,V1010,0.761904762
GEI (9),2014,,,V1010,0.75
CONSORTIUM IMMOBILIERE MAGHREBINE,2016,CONSORTIUM IMMOBILIERE MAGHREBINE,,V1011,1
CONSORTIUM IMMOBILIERE MAGHREBINE,2015,CONSORTIUM IMMOBILIERE MAGHREBINE,,V1011,1
CONSORTIUM IMMOBILIERE MAGHREBINE,2014,CONSORTIUM IMMOBILIERE MAGHREBINE,,V1011,1
DOMOTECH SA,2016,DOMOTECH SA,,V1012,1
DOMOTECH SA,2015,DOMOTECH SA,,V1012,1
UNITED CHIMICAL PARTNERS- UCP (14),2015,UNITED CHIMICAL PARTNERS - UCP  (15),,V1013,1
UNITED CHIMICAL PARTNERS - UCP  (15),2016,UNITED CHIMICAL PARTNERS - UCP  (15),,V1013,0.942857143
SOCIETE WIDED IMPORT EXPORT- WIDEX (8),2015,SOCIETE WIDED IMPORT EXPORT- WIDEX (8),,V1014,1
CIE DIST ELECTROMENAGER- CDCD (WHIRLPOOL)  (15),2016,,,V1014,0.729411765
FRAMEL,2016,FRAMEL,,V1015,1
FRAMEL,2015,FRAMEL,,V1015,1
"FRAME!,",2014,FRAMEL,,V1015,0.769230769
STE TOURISTIQUE MOURADI TOZEUR (12),2015,STE TOURISTIQUE MOURADI TOZEUR (12),,V1016,1
STE TOURISTIQUE MOURADI TOZEUR  (11),2016,STE TOURISTIQUE MOURADI TOZEUR (12),,V1016,0.957746479
SLAMA FRUITS ET LEGUMES,2015,SLAMA FRUITS ET LEGUMES,,V1017,1
ARI ES RENAULT TUNISIE,2014,,,V1017,0.755555556
BUANDERIE CENTRALE EL MOURADI (12),2015,BUANDERIE CENTRALE EL MOURADI  (11),,V1018,1
BUANDERIE CENTRALE EL MOURADI  (11),2016,BUANDERIE CENTRALE EL MOURADI  (11),,V1018,0.956521739
RUANDERIE CENTRALE EL MOUIIADI (12),2014,BUANDERIE CENTRALE EL MOURADI  (11),,V1018,0.956521739
ENFAVET INTERNATONAL,2016,ENFAVET INTERNATONAL,,V1019,1
ENFAVET INETRNATONAL,2015,ENFAVET INTERNATONAL,,V1019,1
ENFAVETINTERNATONAE,2014,ENFAVET INTERNATONAL,,V1019,0.923076923
STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,2016,STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,,V102,1
ITALO-TNNE EXPLOITATION PETROLIERE - SITEP,2015,STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,,V102,0.965517241
ITALO-TNNE EXPLOITATION PETROLIERE - SITEP,2014,STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,,V102,0.965517241
STE TNNE IND RAFFINAGE - STIR,2015,STE TNNE IND RAFFINAGE- STIR,,V1020,1
STE TNNE IND RAFFINAGE - STIR,2014,STE TNNE IND RAFFINAGE- STIR,,V1020,1
STE TNNE IND RAFFINAGE- STIR,2016,STE TNNE IND RAFFINAGE- STIR,,V1020,0.98245614
STE TNNE ELECTR GAZ -STEG,2014,STE TNNE ELECTRICITE GAZ- STEG,,V1021,1
STE TNNE ELECTRICITE GAZ- STEG,2016,STE TNNE ELECTRICITE GAZ- STEG,,V1021,0.909090909
STE TNNE ELECTRICITE GAZ- STEG,2015,STE TNNE ELECTRICITE GAZ- STEG,,V1021,0.909090909
ENTREPRISE ACT. PETROLIERES - ETAP,2014,ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,,V1022,1
ENTREPRISE TNNE ACTI.PETROLIERES- ETAP,2015,ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,,V1022,0.916666667
ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,2016,ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,,V1022,0.868421053
GROUPE CHIMIQUE TUNISIEN (1),2014,GROUPE CHIMIQUE TUNISIEN (4),,V1023,1
GROUPE CHIMIQUE TUNISIEN (4),2016,GROUPE CHIMIQUE TUNISIEN (4),,V1023,0.964285714
GROUPE CHIMIQUE TUNISIEN (4),2015,GROUPE CHIMIQUE TUNISIEN (4),,V1023,0.964285714
TUNISIE TELECOM,2016,TUNISIE TELECOM,,V1024,1
TUNISIE TELECOM,2015,TUNISIE TELECOM,,V1024,1
TUNISIE TELECOM,2014,TUNISIE TELECOM,,V1024,1
STE NAT DISTRIBUTION PETROLE - AGIL,2014,STE NAT DISTRIBUTION PETROLE- AGIL,,V1025,1
STE NAT DISTRIBUTION PETROLE- AGIL,2016,STE NAT DISTRIBUTION PETROLE- AGIL,,V1025,0.985507246
STE NAT DISTRIBUTION PETROLE- AGIL,2015,STE NAT DISTRIBUTION PETROLE- AGIL,,V1025,0.985507246
ORASCOM TELECOM TUNISIE,2014,ORASCOM TELECOM TUNISIE,,V1026,1
SOCIETE COMMERCIALE TUNISIENNE,2015,,,V1026,0.830188679
STE COMMERCIALE TUNISIENNE- SOCOTU,2016,,,V1026,0.807017544
REGIE NAT.TABACS ALLUMETTES,2014,REGIE NATIONALE TABACS ALLUMETTES - RNTA,,V1027,1
REGIE NATIONALE TABACS ALLUMETTES - RNTA,2016,REGIE NATIONALE TABACS ALLUMETTES - RNTA,,V1027,0.776119403
REGIE NATIONALE TABACS ALLUMETTES - RNTA,2015,REGIE NATIONALE TABACS ALLUMETTES - RNTA,,V1027,0.776119403
PHARMACIE CENTRALE DE TUNISIE,2016,PHARMACIE CENTRALE DE TUNISIE,,V1028,1
PHARMACIE CENTRALE DE TUNISIE,2015,PHARMACIE CENTRALE DE TUNISIE,,V1028,1
PHARMACIE CENTRALE DE TUNISIE,2014,PHARMACIE CENTRALE DE TUNISIE,,V1028,1
TOTAL TUNISIE,2016,TOTAL TUNISIE,,V1029,1
TOTAL TUNISIE,2015,TOTAL TUNISIE,,V1029,1
TOTAL TUNISIE,2014,TOTAL TUNISIE,,V1029,1
CARTE,2016,CARTE,,V103,1
CARTE,2015,CARTE,,V103,1
CARTE,2014,CARTE,,V103,1
CIE PHOSPHATES GAFSA(l),2014,CIE PHOSPHATES GAFSA- CPG  (4),,V1030,1
CIE PHOSPHATES GAFSA (4),2015,CIE PHOSPHATES GAFSA- CPG  (4),,V1030,0.936170213
CIE PHOSPHATES GAFSA- CPG  (4),2016,CIE PHOSPHATES GAFSA- CPG  (4),,V1030,0.830188679
VIVO ENERGY TUNISIE (ANCIEN SHELL),2015,VIVO ENERGY TUNISIE,,V1031,1
VIVO ENERGY TUNISIE (ANCIEN SHELL),2014,VIVO ENERGY TUNISIE,,V1031,1
AGENCE TUNISIENNE SOLIDARITE,2016,,,V1031,0.806451613
LEONI TUNISIA GROUP,2016,LEONI TUNISIA GROUP,,V1032,1
LEONI TUNISIA GROUP,2015,LEONI TUNISIA GROUP,,V1032,1
LEONI TUNISIA GROUP,2014,LEONI TUNISIA GROUP,,V1032,1
SOCOGES(4),2014,SOCOGES (5),,V1033,1
SOCOGES (5),2016,SOCOGES (5),,V1033,0.857142857
SOCOGES (5),2015,SOCOGES (5),,V1033,0.857142857
CARREFOUR,2016,CARREFOUR,,V1034,1
CARREFOUR,2015,CARREFOUR,,V1034,1
CARREFOUR,2014,CARREFOUR,,V1034,1
STE FABRICATION BOISSONS T UNISIE,2014,STE FABRICATION BOISSONS TUNISIE - SFBT (2),,V1035,1
STE FABRICATION BOISSONS TUNISIE- SFBT (2),2015,STE FABRICATION BOISSONS TUNISIE - SFBT (2),,V1035,0.88
MAGASIN GENERAL,2016,MAGASIN GENERAL,,V1036,1
MAGASIN GENERAL,2015,MAGASIN GENERAL,,V1036,1
MAGASIN GENERAL,2014,MAGASIN GENERAL,,V1036,1
NOUVELAIR (8),2014,NOUVELAIR (7),,V1037,1
NOUVELAIR (7),2016,NOUVELAIR (7),,V1037,0.923076923
NOUVELAIR,2015,NOUVELAIR (7),,V1037,0.818181818
MONOPRIX (6),2014,MONOPRIX (3),,V1038,1
MONOPRIX (3),2016,MONOPRIX (3),,V1038,0.916666667
MONOPRIX (3),2015,MONOPRIX (3),,V1038,0.916666667
OFFICE NATIONAL HUILE - ONH,2014,OFFICE NATIONAL HUILE- ONH,,V1039,1
OFFICE NATIONAL HUILE- ONH,2016,OFFICE NATIONAL HUILE- ONH,,V1039,0.981132075
OFFICE NATIONAL HUILE- ONH,2015,OFFICE NATIONAL HUILE- ONH,,V1039,0.981132075
ACCUMULATEUR TUNISIEN ASSAD,2016,ACCUMULATEUR TUNISIEN ASSAD,,V104,1
ACCUMULATEUR TUNISIEN ASSAD,2015,ACCUMULATEUR TUNISIEN ASSAD,,V104,1
LACCUMULATEUR TUNISIEN ASSAD,2014,ACCUMULATEUR TUNISIEN ASSAD,,V104,0.981818182
STE EMBAL.ALU. BOISSONS GAZEUSES (3),2014,STE EMBALL.ALUMINIUM BOISSONS GAZEUSES (2),,V1040,1
STE EMBALL.ALUMINIUM BOISSONS GAZEUSES (2),2016,STE EMBALL.ALUMINIUM BOISSONS GAZEUSES (2),,V1040,0.871794872
STE EMBALL.ALUMINIUM BOISSONS GAZEUSES- SEABG (2),2015,STE EMBALL.ALUMINIUM BOISSONS GAZEUSES (2),,V1040,0.8
CIE TNNE NAVIGATION- CTN,2015,CIE TNNE NAVIGATION - CTN,,V1041,1
CIE TNNE NAVIGATION -CTN,2014,CIE TNNE NAVIGATION - CTN,,V1041,1
CIE TNNE NAVIGATION - CTN,2016,CIE TNNE NAVIGATION - CTN,,V1041,0.979591837
CARTHAGE POWER COMPANY,2016,CARTHAGE POWER COMPANY,,V1042,1
CARTHAGE POWER COMPANY,2015,CARTHAGE POWER COMPANY,,V1042,1
CARTHAGE POWER COMPANY,2014,CARTHAGE POWER COMPANY,,V1042,1
ORANGE TUNISIE,2016,ORANGE TUNISIE,,V1043,1
ORANGE TUNISIE,2015,ORANGE TUNISIE,,V1043,1
ORANGE TUNISIE,2014,ORANGE TUNISIE,,V1043,1
"BENET T ON INDUSTRIE!,LE TUNISIA",2014,BENETTON INDUSTRIELLE TUNISIA,,V1044,1
BENETTON INDUSTRIELLE TUNISIA,2016,BENETTON INDUSTRIELLE TUNISIA,,V1044,0.918032787
SONEDE,2015,SONEDE,,V1045,1
SONEDE,2014,SONEDE,,V1045,1
CLC DELICE (4),2014,CLC DELICE (5),,V1046,1
CLC DELICE (5),2016,CLC DELICE (5),,V1046,0.928571429
CLC DELICE (5),2015,CLC DELICE (5),,V1046,0.928571429
JOHNSON CONTROLS TUNISIA,2015,JOHNSON CONTROLS TUNISIA,,V1047,1
JOHNSON CONTROLS TUNISIA,2014,JOHNSON CONTROLS TUNISIA,,V1047,1
COMPTOIR NATIONAL TUNISIEN,2016,,,V1047,0.76
STIAL DELICE DANONE (4),2014,STIAL DELICE DANONE (5),,V1048,1
STIAL DELICE DANONE (5),2016,STIAL DELICE DANONE (5),,V1048,0.956521739
STIAL DELICE DANONE (5),2015,STIAL DELICE DANONE (5),,V1048,0.956521739
OFFICE AVIATION CIVILE AEROI’ORTS - OACA,2014,OFFICE AVIATION CIVILE AEROPORTS- OACA,,V1049,1
OFFICE AVIATION CIVILE AEROPORTS- OACA,2016,OFFICE AVIATION CIVILE AEROPORTS- OACA,,V1049,0.948717949
OFFICE AVIATION CIVILE AEROPORTS-OACA,2015,OFFICE AVIATION CIVILE AEROPORTS- OACA,,V1049,0.935064935
STE TNNE BOISSONS GAZEUSES - STBG (2),2016,STE TNNE BOISSONS GAZEUSES - STBG (2),,V105,1
STE TNNE BOISSONS GAZEUSES - STBG (2),2015,STE TNNE BOISSONS GAZEUSES - STBG (2),,V105,1
MANUFACTURE TABACS KAIROUAN - MTK,2014,MANUFACTURE TABACS KAIROUAN- MTK,,V1050,1
MANUFACTURE TABACS KAIROUAN- MTK,2016,MANUFACTURE TABACS KAIROUAN- MTK,,V1050,0.984615385
STE ENNAKL,2016,STE ENNAKL,,V1051,1
STE ENNAKL,2015,STE ENNAKL,,V1051,1
STE ENNAKL,2014,STE ENNAKL,,V1051,1
LA POSTE TUNISIENNE,2016,LA POSTE TUNISIENNE,,V1052,1
LA POSTE TUNISIENNE,2015,LA POSTE TUNISIENNE,,V1052,1
LA POSTE TUNISIENNE,2014,LA POSTE TUNISIENNE,,V1052,1
MEDCOM (7),2015,MEDCOM (6),,V1053,1
MEDCOM (7),2014,MEDCOM (6),,V1053,1
MEDCOM (6),2016,MEDCOM (6),,V1053,0.9
STAR,2016,STAR,,V1054,1
STAR,2015,STAR,,V1054,1
STAR,2014,STAR,,V1054,1
STAFIM PEUGEOT,2016,STAFIM PEUGEOT,,V1055,1
STAFIM PEUGEOT,2015,STAFIM PEUGEOT,,V1055,1
STAFIM PEUGEOT,2014,STAFIM PEUGEOT,,V1055,1
TUNISIE CABLES (11),2014,TUNISIE CABLES (9),,V1056,1
TUNISIE CABLES (10),2015,TUNISIE CABLES (9),,V1056,0.947368421
TUNISIE CABLES (9),2016,TUNISIE CABLES (9),,V1056,0.918918919
LES CIMENTS D'ENFIDHA,2014,LES CIMENTS ENFIDHA,,V1057,1
LES CIMENTS ENFIDHA,2016,LES CIMENTS ENFIDHA,,V1057,0.95
LES CIMENTS ENFIDHA,2015,LES CIMENTS ENFIDHA,,V1057,0.95
STE NUTRITION ANIMALE (2),2014,STE NUTRITION ANIMALE (2),,V1058,1
TTE INTERNATIONAL (9),2016,,,V1058,0.826086957
STE TNNE SIDERURGIE,2014,STE TNNE SIDERURGIE,,V1059,1
GLE INDUSTRIE PEINTURE,2015,,,V1059,0.87804878
ASTRAL,2016,ASTRAL,,V106,1
ASTRAL,2014,ASTRAL,,V106,1
LES CIMENTS JREL EL OUST,2014,LES CIMENTS JBEL EL OUST,,V1060,1
LES CIMENTS JBEL EL OUST,2016,LES CIMENTS JBEL EL OUST,,V1060,0.958333333
LES CIMENTS JBEL EL OUST,2015,LES CIMENTS JBEL EL OUST,,V1060,0.958333333
AURES - CITROEN lonkil,2014,AURES-CITROEN (6),,V1061,1
AURES - CITROEN (7),2015,AURES-CITROEN (6),,V1061,0.780487805
AURES-CITROEN (6),2016,AURES-CITROEN (6),,V1061,0.717948718
IIANNIRAL LEASE,2014,HANNIBAL LEASE,,V1062,1
HANNIBAL LEASE,2016,HANNIBAL LEASE,,V1062,0.827586207
HANNIBAL LEASE,2015,HANNIBAL LEASE,,V1062,0.827586207
STE CHIMIQUE ALKIMIA,2016,STE CHIMIQUE ALKIMIA,,V1063,1
STE CHIMIQUE ALKIMIA,2015,STE CHIMIQUE ALKIMIA,,V1063,1
STE CHIMIQUE ALKIMIA,2014,STE CHIMIQUE ALKIMIA,,V1063,1
CIE INTERNATIONALE LEASING,2014,COMPAGNIE INTER LEASING-CIL,,V1064,1
WASHING INTERNATIONAL CIE,2015,,,V1064,0.901960784
CENTRALE LAITIERE  MAHDIA - VITALAIT,2015,CENTRALE LAITIERE  MAHDIA -VITALAIT,,V1065,1
CENTRALE LAITIERE MAHDIA - VITAL AIT,2014,CENTRALE LAITIERE  MAHDIA -VITALAIT,,V1065,1
CENTRALE LAITIERE  MAHDIA -VITALAIT,2016,CENTRALE LAITIERE  MAHDIA -VITALAIT,,V1065,0.985915493
ALMES - MEDOIL (2),2014,ALMES - MEDOIL (1),,V1066,1
ALMES - MEDOIL (1),2016,ALMES - MEDOIL (1),,V1066,0.944444444
ALMES - MEDOIL (1),2015,ALMES - MEDOIL (1),,V1066,0.944444444
SANCELLA TUNISIE,2016,SANCELLA TUNISIE,,V1067,1
SANCELLA TUNISIE,2015,SANCELLA TUNISIE,,V1067,1
SANCELLA TUNISIE,2014,SANCELLA TUNISIE,,V1067,1
ARI ES RENAULT TUNISIE,2014,ARTES RENAULT TUNISIE,,V1068,1
ARTES RENAULT TUNISIE,2016,ARTES RENAULT TUNISIE,,V1068,0.930232558
ARTES RENAULT TUNISIE,2015,ARTES RENAULT TUNISIE,,V1068,0.930232558
GLE BOISSONS INDUSTRIES ALIMENTAIRES (3),2014,GLE BOISSONS INDUSTRIES ALIMENTAIRES (2),,V1069,1
GLE BOISSONS INDUSTRIES ALIMENTAIRES (2),2016,GLE BOISSONS INDUSTRIES ALIMENTAIRES (2),,V1069,0.975
GLE BOISSONS INDUSTRIES ALIMENTAIRES- SGBIA (2),2015,GLE BOISSONS INDUSTRIES ALIMENTAIRES (2),,V1069,0.896551724
STE CONDITIONNEMENT HUILES OLIVES- CHO,2016,STE CONDITIONNEMENT HUILES OLIVES- CHO,,V107,1
STE CONDITIONNEMENT HUILES OLIVES - CHO,2015,STE CONDITIONNEMENT HUILES OLIVES- CHO,,V107,0.987012987
SEE CONDITIONNEMENT HEILES -SOCOHEILE,2014,STE CONDITIONNEMENT HUILES OLIVES- CHO,,V107,0.906666667
ELMAZRAA(2),2014,EL MAZRAA (1),,V1070,1
EL MAZRAA (1),2016,EL MAZRAA (1),,V1070,0.833333333
EL MAZRAA (1),2015,EL MAZRAA (1),,V1070,0.833333333
STE ARTICLES HYGIENIQUE - SAII - LILAS,2014,STE  ARTICLE HYGIENE-LILAS,,V1071,1
STE ARTICLE HYGIENE - LILAS,2015,STE  ARTICLE HYGIENE-LILAS,,V1071,0.830769231
STE  ARTICLE HYGIENE-LILAS,2016,STE  ARTICLE HYGIENE-LILAS,,V1071,0.8125
TIMAR TUNISIE SA,2014,TIMAR TUNISIE SA,,V1072,1
VARAT TUNISIE,2016,,,V1072,0.827586207
MEDDIS - GRANT (6),2014,MEDDIS- GEANT (3),,V1073,1
MEDDIS - GEANT (3),2015,MEDDIS- GEANT (3),,V1073,0.888888889
MEDDIS- GEANT (3),2016,MEDDIS- GEANT (3),,V1073,0.857142857
STAROIL,2016,STAROIL,,V1074,1
STAROIL,2015,STAROIL,,V1074,1
STAROIL,2014,STAROIL,,V1074,1
STE TNNE CHOCOLATERIE CONFISEIUE - SOTUCHOC (6),2014,STE TNNE CHOCOLATERIE CONFISERIE- SOTUCHOC (3),,V1075,1
STE TNNE CHOCOLATERIE CONFISERIE- SOTUCHOC (3),2016,STE TNNE CHOCOLATERIE CONFISERIE- SOTUCHOC (3),,V1075,0.946236559
STE TNNE CHOCOLATERIE CONFISERIE- SOTUCHOC (3),2015,STE TNNE CHOCOLATERIE CONFISERIE- SOTUCHOC (3),,V1075,0.946236559
SLAMA FRERES (9),2015,SLAMA FRERES (10),,V1076,1
SLAMA FRERES (9),2014,SLAMA FRERES (10),,V1076,1
SLAMA FRERES (10),2016,SLAMA FRERES (10),,V1076,0.909090909
COMAR,2016,COMAR,,V1077,1
COMAR,2015,COMAR,,V1077,1
COMAR,2014,COMAR,,V1077,1
DICK (2),2014,DICK (1),,V1078,1
DICK (1),2016,DICK (1),,V1078,0.875
DICK (1),2015,DICK (1),,V1078,0.875
MANUFACTURING INTERNATIONAL COMPAGNIE,2014,MANUFACTORING INTERNATIONAL COMPANY- MIC,,V1079,1
MANUFACTORING INTERNATIONAL COMPAGNIE,2015,MANUFACTORING INTERNATIONAL COMPANY- MIC,,V1079,0.972972973
MANUFACTORING INTERNATIONAL COMPANY- MIC,2016,MANUFACTORING INTERNATIONAL COMPANY- MIC,,V1079,0.883116883
CIE TNNE RESSORTS LAMES- COTREL (12),2016,CIE TNNE RESSORTS LAMES- COTREL (12),,V108,1
CIE TNNE RESSORTS LAMES - COTREL (11),2015,CIE TNNE RESSORTS LAMES- COTREL (12),,V108,0.95890411
CIE TNNE RESSORTS LAMES - COTREL (13),2014,CIE TNNE RESSORTS LAMES- COTREL (12),,V108,0.95890411
OFFICE NATIONAL ASSAINISSEMENT - ONAS,2015,OFFICE NATIONAL ASSAINISSEMENT- ONAS,,V1080,1
OFFICE NATIONAL ASSAINISSEMENT - ONAS,2014,OFFICE NATIONAL ASSAINISSEMENT- ONAS,,V1080,1
OFFICE NATIONAL ASSAINISSEMENT- ONAS,2016,OFFICE NATIONAL ASSAINISSEMENT- ONAS,,V1080,0.98630137
STE TNNE BISCUIT ERIE - SOTUBI (6),2014,STE TUNISIENNE BISCUITERIE- SOTUBI (3),,V1081,1
STE TUNISIENNE BISCUITERIE- SOTUBI (3),2016,STE TUNISIENNE BISCUITERIE- SOTUBI (3),,V1081,0.861111111
STE TUNISIENNE BISCUITERIE- SOTUBI (3),2015,STE TUNISIENNE BISCUITERIE- SOTUBI (3),,V1081,0.861111111
GAT,2016,GAT,,V1082,1
GAT,2015,GAT,,V1082,1
GAT,2014,GAT,,V1082,1
STE STATIONS THERM. EAUX MINERALES - SOSTEM (3),2014,STE STATIONS THERMALES EAUX MINERALES - SOSTEM (2),,V1083,1
STE STATIONS THERMALES EAUX MINERALES - SOSTEM (2),2016,STE STATIONS THERMALES EAUX MINERALES - SOSTEM (2),,V1083,0.927835052
STE STATIONS THERMALES EAUX MINERALES - SOSTEM (2),2015,STE STATIONS THERMALES EAUX MINERALES - SOSTEM (2),,V1083,0.927835052
EL WIFACK LEASING,2016,EL WIFACK LEASING,,V1084,1
EL WIFACK LEASING,2015,EL WIFACK LEASING,,V1084,1
EL WIFACK LEASING,2014,EL WIFACK LEASING,,V1084,1
STE CIMENTS GABES,2014,STE CIMENTS DE GABES,,V1085,1
STE CIMENTS DE GABES,2016,STE CIMENTS DE GABES,,V1085,0.918918919
STE CIMENTS DE GABES,2015,STE CIMENTS DE GABES,,V1085,0.918918919
STE NAT CHEMINS FER TUNISIEN - SNCFT,2015,STE NAT CHEMINS FER TUNISIEN- SNCFT,,V1086,1
STE NAT CHEMINS FER TUNISIEN - SNCFT,2014,STE NAT CHEMINS FER TUNISIEN- SNCFT,,V1086,1
STE NAT CHEMINS FER TUNISIEN- SNCFT,2016,STE NAT CHEMINS FER TUNISIEN- SNCFT,,V1086,0.985915493
OFFICE MARINE MARCHANDE PORTS - OMMP,2014,OFFICE MARINE MARCHANDE ET PORTS-OMMP,,V1087,1
OFFICE MARINE MARCHANDE ET PORTS - OMMP,2015,OFFICE MARINE MARCHANDE ET PORTS-OMMP,,V1087,0.96
OFFICE MARINE MARCHANDE ET PORTS-OMMP,2016,OFFICE MARINE MARCHANDE ET PORTS-OMMP,,V1087,0.95890411
ELECTROSTAR (10),2014,ELECTROSTAR (8),,V1088,1
ELECTROSTAR (8),2016,ELECTROSTAR (8),,V1088,0.903225806
ELECTROSTAR (8),2015,ELECTROSTAR (8),,V1088,0.903225806
LE MOTEUR (6),2014,LE MOTEUR (3),,V1089,1
LE MOTEUR (3),2016,LE MOTEUR (3),,V1089,0.923076923
LE MOTEUR (3),2015,LE MOTEUR (3),,V1089,0.923076923
FLORUS DISTRIBUTION SARL,2016,FLORUS DISTRIBUTION SARL,,V109,1
FLORUS DISTRIBUTION SARL,2015,FLORUS DISTRIBUTION SARL,,V109,1
TUNISAIR TECHNICS (5),2014,TUNISAIR TECHNICS,,V1090,1
TUNISAIR TECHNICS (6),2015,TUNISAIR TECHNICS,,V1090,0.952380952
TUNISAIR TECHNICS,2016,TUNISAIR TECHNICS,,V1090,0.894736842
UNPA (L'EIM D OR),2014,UNPA (L'EIM D OR),,V1091,1
NOUVELAIR (7),2016,,,V1091,0.733333333
ASSURANCE MUTUELLE ITTIHAD- AMI,2016,ASSURANCE MUTUELLE ITTIHAD- AMI,,V1092,1
ASSURANCE MUTUELLEITTIHAD - AMI,2014,ASSURANCE MUTUELLE ITTIHAD- AMI,,V1092,1
ASSURANCE MUTUELLE ITTIHAD - AMI,2015,ASSURANCE MUTUELLE ITTIHAD- AMI,,V1092,0.984126984
PROMOSPORT,2015,PROMOSPORT,,V1093,1
PROMOSPORT,2014,PROMOSPORT,,V1093,1
GROUPE MSF-ROTOPLAST,2016,,,V1093,0.666666667
BRASLAM (9),2015,BRASLAM (10),,V1094,1
BRASLAM (9),2014,BRASLAM (10),,V1094,1
BRASLAM (10),2016,BRASLAM (10),,V1094,0.869565217
CARTHAGO CERAMIC (2),2014,CARTHAGO CERAMIC (1),,V1095,1
CARTHAGO CERAMIC (1),2016,CARTHAGO CERAMIC (1),,V1095,0.95
CARTHAGO CERAMIC (1),2015,CARTHAGO CERAMIC (1),,V1095,0.95
ASTREE,2016,ASTREE,,V1096,1
ASTREE,2015,ASTREE,,V1096,1
ASTREE,2014,ASTREE,,V1096,1
STE TNNE INDUST RIE PNEUMATIQUE - SUP,2014,STE TNNE INDUSTRIE PNEUMATIQUE- STIP,,V1097,1
