firm_names,data_year,word,count
STTK HAMMAM BOURGUIBA  (11),2016,V982,0.9433962264150944
SEEK HAMMAM BOURGUIBA (12),2014,V982,0.9230769230769231
STE TNNE DISTRIBUTION ET MANUTENTION (2),2015,V983,1.0
STE TNNE DISTRIBUTION MANUTENTION  (2),2016,V983,0.9743589743589743
STE TNNE DISTRIBUTION MANUTENTION (3),2014,V983,0.935064935064935
SERVICOM,2016,V984,1.0
SERVICOM,2015,V984,1.0
SERVICOM,2014,V984,1.0
SLAMA HUILES (9),2015,V985,1.0
SLAMA HEILES (9),2014,V985,0.9375
SLAMA HUILES  (10),2016,V985,0.8823529411764706
OMNIUM CHIMIQUE MAGHREBIN,2015,V986,1.0
OMNIUM CHIMIQUE MAGHIIERIN,2014,V986,0.9411764705882353
CONSORTIUM IMMOBILIERE MAGHREBINE,2016,V986,0.7586206896551724
SE INFORMATIQUE ET TELEMATIQUE (2),2015,V987,1.0
STE NUTRITION ANIMALE (2),2014,V987,0.7796610169491526
L’EQUIPEMENT HYDRAULIQUE (8),2015,V988,1.0
EQUIPEMENT HYDRAULIQUE (10),2014,V988,0.9090909090909091
EQUIPEMENT HYDRAULIQUE- EQPH   (8),2016,V988,0.8387096774193549
BOMAR (18),2015,V989,1.0
BRASLAM (10),2016,V989,0.7272727272727273
MUTUELLE ASSURANCE ENSEIGNEMENT- MAE,2016,V99,1.0
MUTUELLE ASSURANCE ENSEIGNEMENT - MAE,2015,V99,0.9863013698630136
MUTUELLE ASSURANCE ENSEIGNEMENT - MAE,2014,V99,0.9863013698630136
AGENCE NAT CERTIFI.ELECTRONIQUE-ANCE,2015,V990,1.0
AGENCE NATIONAEE CERIII. ELECTRONIQUE,2014,V990,0.8767123287671232
STE BELKHIRIYA INDUSTRIE-SBI ORMAZABAL,2015,V991,1.0
STE RELKHIIUVA INDUSTRIE - SRI OIIMAZARAE,2014,V991,0.8354430379746836
MAGHREB INDUSTRIE PLASTIQUE- MAGRIPLAST,2016,V991,0.8051948051948052
STE ELAN PLUS,2015,V992,1.0
SANCELLA TUNISIE,2016,V992,0.7586206896551724
STE SACEMA,2016,V993,1.0
STE SACEMA,2015,V993,1.0
STE SACEMA,2014,V993,1.0
SIMONE TEXTILE,2016,V994,1.0
SIMONE TEXTILE,2015,V994,1.0
SIMONE TEXTILE,2014,V994,1.0
OFFICE LOGEMENTS PERSONNELS MINISTERE EDUCATION,2015,V995,1.0
OFFICE LOGEMENTS PERSONNELS MINISTERE EDUCATION,2014,V995,1.0
OFF.LOG PERSONNELS MINISTERE EDUCATION,2016,V995,0.8705882352941177
COMPAGNIE TUNISIE DE MEUBLE,2015,V996,1.0
COMPAGNIE TUNISIE DE MEURLE,2014,V996,0.962962962962963
J&S.COM,2015,V997,1.0
J§S.COM,2016,V997,0.8571428571428572
JgS.COM,2014,V997,0.8571428571428572
FIMA,2016,V998,1.0
FIMA,2015,V998,1.0
FIMA,2014,V998,1.0
SKYLLA,2016,V999,1.0
SKYLLA,2015,V999,1.0
